Class Times	50
Rooms	200
1	479
2	823
3	110
4	909
5	80
6	221
7	266
8	339
9	839
10	959
11	655
12	841
13	642
14	576
15	148
16	29
17	979
18	655
19	237
20	86
21	526
22	590
23	75
24	604
25	175
26	589
27	389
28	199
29	129
30	941
31	838
32	38
33	550
34	241
35	686
36	708
37	638
38	493
39	11
40	366
41	906
42	660
43	153
44	113
45	286
46	24
47	878
48	471
49	55
50	905
51	870
52	521
53	170
54	304
55	182
56	986
57	841
58	992
59	662
60	998
61	65
62	197
63	705
64	552
65	86
66	164
67	84
68	106
69	403
70	716
71	470
72	179
73	651
74	106
75	643
76	577
77	839
78	204
79	488
80	637
81	422
82	243
83	927
84	963
85	614
86	264
87	838
88	497
89	394
90	579
91	847
92	974
93	774
94	111
95	761
96	407
97	442
98	626
99	743
100	505
101	105
102	915
103	98
104	372
105	874
106	973
107	847
108	480
109	69
110	303
111	21
112	545
113	641
114	573
115	231
116	621
117	853
118	682
119	848
120	260
121	729
122	369
123	584
124	611
125	825
126	318
127	562
128	998
129	749
130	107
131	233
132	162
133	116
134	937
135	778
136	250
137	193
138	183
139	53
140	933
141	428
142	589
143	420
144	21
145	45
146	138
147	513
148	387
149	213
150	928
151	323
152	417
153	928
154	95
155	696
156	907
157	332
158	508
159	37
160	437
161	810
162	635
163	735
164	150
165	560
166	772
167	445
168	570
169	506
170	984
171	382
172	509
173	906
174	320
175	13
176	122
177	219
178	973
179	129
180	466
181	673
182	744
183	215
184	262
185	136
186	314
187	904
188	585
189	768
190	784
191	255
192	347
193	808
194	877
195	507
196	692
197	509
198	818
199	160
200	200
Classes	400
Teachers	200
1	192
2	56
3	114
4	27
5	95
6	133
7	30
8	115
9	115
10	127
11	142
12	99
13	119
14	134
15	147
16	90
17	14
18	164
19	38
20	178
21	156
22	69
23	141
24	1
25	56
26	101
27	99
28	52
29	147
30	120
31	84
32	9
33	145
34	44
35	113
36	200
37	149
38	54
39	144
40	133
41	75
42	83
43	144
44	34
45	32
46	25
47	172
48	156
49	154
50	65
51	128
52	70
53	193
54	104
55	27
56	172
57	95
58	173
59	181
60	117
61	79
62	11
63	183
64	35
65	196
66	124
67	164
68	83
69	161
70	150
71	10
72	155
73	159
74	120
75	135
76	183
77	47
78	100
79	184
80	18
81	24
82	168
83	7
84	162
85	42
86	186
87	55
88	149
89	90
90	71
91	37
92	132
93	4
94	191
95	55
96	199
97	29
98	26
99	85
100	94
101	182
102	188
103	31
104	168
105	9
106	50
107	122
108	160
109	112
110	114
111	14
112	76
113	30
114	136
115	184
116	21
117	101
118	170
119	34
120	151
121	192
122	161
123	44
124	54
125	69
126	12
127	104
128	198
129	82
130	76
131	51
132	21
133	93
134	153
135	98
136	19
137	75
138	96
139	176
140	190
141	85
142	5
143	42
144	58
145	154
146	48
147	143
148	15
149	191
150	106
151	199
152	108
153	79
154	188
155	130
156	43
157	113
158	119
159	142
160	157
161	100
162	46
163	189
164	74
165	93
166	6
167	26
168	18
169	68
170	59
171	39
172	81
173	72
174	80
175	186
176	146
177	88
178	88
179	124
180	159
181	127
182	23
183	138
184	10
185	98
186	189
187	7
188	94
189	51
190	131
191	12
192	150
193	148
194	67
195	35
196	152
197	89
198	59
199	15
200	57
201	137
202	82
203	167
204	97
205	118
206	187
207	49
208	181
209	152
210	111
211	71
212	89
213	52
214	177
215	158
216	62
217	137
218	170
219	134
220	47
221	163
222	72
223	118
224	8
225	46
226	17
227	103
228	166
229	24
230	62
231	105
232	143
233	8
234	11
235	140
236	163
237	1
238	19
239	187
240	32
241	157
242	136
243	58
244	141
245	37
246	103
247	84
248	122
249	5
250	29
251	176
252	33
253	138
254	179
255	73
256	155
257	74
258	20
259	3
260	68
261	65
262	182
263	63
264	107
265	130
266	139
267	160
268	166
269	178
270	179
271	112
272	31
273	185
274	105
275	40
276	167
277	78
278	92
279	146
280	197
281	193
282	49
283	196
284	109
285	102
286	153
287	17
288	145
289	39
290	92
291	158
292	169
293	57
294	28
295	67
296	110
297	148
298	73
299	28
300	108
301	132
302	77
303	121
304	185
305	36
306	2
307	139
308	200
309	80
310	131
311	81
312	64
313	169
314	117
315	22
316	165
317	123
318	91
319	102
320	106
321	190
322	174
323	38
324	2
325	77
326	66
327	177
328	36
329	197
330	135
331	129
332	43
333	6
334	194
335	128
336	194
337	174
338	33
339	50
340	96
341	20
342	173
343	91
344	116
345	53
346	66
347	3
348	111
349	70
350	16
351	48
352	198
353	45
354	126
355	22
356	41
357	97
358	107
359	63
360	16
361	175
362	121
363	162
364	116
365	175
366	40
367	129
368	125
369	87
370	23
371	45
372	64
373	61
374	195
375	126
376	61
377	4
378	60
379	165
380	110
381	87
382	13
383	151
384	195
385	78
386	41
387	140
388	109
389	13
390	180
391	171
392	53
393	123
394	171
395	86
396	180
397	60
398	25
399	125
400	86
