Class Times	10
Rooms	200
1	33
2	24
3	16
4	30
5	36
6	30
7	10
8	32
9	23
10	11
11	12
12	22
13	33
14	13
15	19
16	26
17	23
18	29
19	27
20	27
21	19
22	23
23	13
24	29
25	27
26	38
27	12
28	28
29	29
30	30
31	24
32	17
33	30
34	20
35	34
36	24
37	38
38	23
39	12
40	30
41	20
42	36
43	25
44	29
45	34
46	10
47	28
48	22
49	34
50	37
51	19
52	15
53	20
54	31
55	28
56	14
57	13
58	23
59	31
60	17
61	14
62	10
63	20
64	24
65	14
66	24
67	29
68	37
69	29
70	16
71	19
72	19
73	16
74	29
75	14
76	12
77	37
78	24
79	14
80	30
81	12
82	27
83	30
84	22
85	15
86	21
87	39
88	37
89	24
90	14
91	24
92	36
93	21
94	17
95	36
96	16
97	38
98	26
99	15
100	11
101	20
102	34
103	22
104	16
105	30
106	14
107	18
108	14
109	38
110	10
111	29
112	36
113	14
114	13
115	23
116	15
117	23
118	27
119	18
120	11
121	25
122	13
123	27
124	16
125	12
126	19
127	21
128	21
129	27
130	24
131	10
132	35
133	12
134	37
135	26
136	28
137	20
138	21
139	30
140	14
141	27
142	15
143	36
144	18
145	31
146	20
147	23
148	11
149	13
150	23
151	37
152	28
153	14
154	15
155	20
156	24
157	24
158	17
159	25
160	24
161	18
162	10
163	19
164	12
165	28
166	21
167	36
168	16
169	37
170	29
171	39
172	36
173	37
174	27
175	37
176	22
177	34
178	36
179	39
180	38
181	34
182	27
183	12
184	36
185	22
186	10
187	10
188	27
189	17
190	23
191	15
192	28
193	27
194	19
195	21
196	30
197	28
198	21
199	33
200	36
Classes	300
Teachers	150
1	74
2	140
3	68
4	73
5	4
6	108
7	137
8	61
9	34
10	128
11	111
12	36
13	81
14	50
15	42
16	71
17	148
18	64
19	6
20	143
21	13
22	73
23	85
24	74
25	63
26	97
27	29
28	129
29	80
30	45
31	1
32	70
33	15
34	71
35	83
36	49
37	106
38	84
39	3
40	87
41	20
42	144
43	125
44	18
45	149
46	147
47	27
48	110
49	103
50	113
51	94
52	26
53	66
54	91
55	47
56	124
57	83
58	132
59	48
60	53
61	36
62	95
63	105
64	1
65	79
66	6
67	50
68	116
69	16
70	61
71	55
72	65
73	117
74	116
75	146
76	11
77	12
78	148
79	34
80	119
81	124
82	28
83	121
84	85
85	107
86	138
87	82
88	92
89	92
90	10
91	27
92	9
93	59
94	123
95	16
96	108
97	84
98	15
99	46
100	125
101	11
102	13
103	144
104	42
105	77
106	18
107	98
108	140
109	120
110	86
111	107
112	96
113	17
114	68
115	29
116	146
117	88
118	139
119	25
120	147
121	80
122	28
123	109
124	137
125	100
126	57
127	143
128	103
129	43
130	76
131	57
132	51
133	45
134	120
135	9
136	21
137	40
138	2
139	134
140	126
141	22
142	2
143	136
144	40
145	64
146	54
147	126
148	136
149	49
150	102
151	76
152	38
153	139
154	10
155	119
156	60
157	70
158	133
159	23
160	117
161	100
162	128
163	52
164	118
165	54
166	19
167	102
168	26
169	112
170	77
171	52
172	59
173	131
174	63
175	72
176	32
177	58
178	135
179	65
180	62
181	69
182	123
183	41
184	66
185	31
186	60
187	141
188	130
189	130
190	145
191	89
192	82
193	93
194	142
195	122
196	25
197	20
198	22
199	111
200	118
201	121
202	105
203	110
204	30
205	37
206	69
207	95
208	12
209	134
210	39
211	4
212	79
213	62
214	129
215	72
216	43
217	99
218	51
219	90
220	3
221	112
222	17
223	93
224	56
225	97
226	41
227	88
228	32
229	56
230	94
231	14
232	91
233	48
234	115
235	114
236	5
237	114
238	55
239	133
240	38
241	86
242	127
243	106
244	8
245	113
246	46
247	104
248	149
249	39
250	31
251	21
252	141
253	127
254	96
255	58
256	115
257	33
258	78
259	24
260	101
261	132
262	138
263	98
264	19
265	90
266	5
267	87
268	135
269	101
270	53
271	30
272	75
273	35
274	78
275	14
276	150
277	33
278	35
279	89
280	24
281	37
282	142
283	44
284	44
285	75
286	104
287	122
288	47
289	8
290	7
291	81
292	7
293	131
294	109
295	23
296	145
297	67
298	150
299	67
300	99
