Class Times	10
Rooms	30
1	26
2	26
3	75
4	12
5	72
6	62
7	49
8	72
9	23
10	91
11	45
12	99
13	56
14	98
15	67
16	46
17	92
18	81
19	23
20	68
21	49
22	86
23	75
24	52
25	11
26	15
27	33
28	47
29	11
30	92
Classes	300
Teachers	150
1	26
2	91
3	145
4	119
5	106
6	4
7	51
8	41
9	71
10	17
11	39
12	146
13	120
14	125
15	72
16	56
17	64
18	132
19	2
20	21
21	20
22	105
23	94
24	57
25	4
26	87
27	42
28	96
29	58
30	83
31	18
32	69
33	59
34	18
35	16
36	13
37	101
38	31
39	103
40	24
41	20
42	47
43	3
44	134
45	150
46	46
47	37
48	115
49	63
50	72
51	16
52	113
53	83
54	24
55	79
56	82
57	39
58	112
59	65
60	116
61	46
62	56
63	82
64	47
65	129
66	85
67	10
68	94
69	45
70	118
71	8
72	48
73	43
74	126
75	59
76	60
77	44
78	90
79	93
80	123
81	11
82	69
83	57
84	68
85	50
86	102
87	75
88	148
89	76
90	150
91	104
92	12
93	5
94	50
95	27
96	53
97	108
98	132
99	55
100	84
101	34
102	63
103	141
104	77
105	84
106	126
107	118
108	60
109	9
110	130
111	128
112	88
113	87
114	19
115	11
116	75
117	89
118	142
119	25
120	134
121	138
122	27
123	86
124	125
125	64
126	103
127	115
128	98
129	17
130	95
131	44
132	111
133	96
134	93
135	1
136	92
137	12
138	85
139	100
140	99
141	29
142	8
143	142
144	146
145	144
146	42
147	52
148	124
149	137
150	61
151	102
152	124
153	130
154	79
155	109
156	13
157	1
158	6
159	98
160	29
161	99
162	143
163	2
164	54
165	91
166	74
167	61
168	105
169	5
170	119
171	15
172	122
173	116
174	40
175	141
176	114
177	76
178	145
179	123
180	9
181	66
182	23
183	7
184	34
185	140
186	43
187	144
188	129
189	143
190	77
191	15
192	22
193	121
194	33
195	100
196	3
197	112
198	120
199	73
200	66
201	51
202	26
203	10
204	65
205	35
206	78
207	89
208	23
209	127
210	127
211	140
212	25
213	80
214	31
215	128
216	21
217	131
218	81
219	133
220	55
221	38
222	138
223	70
224	38
225	107
226	97
227	22
228	54
229	35
230	135
231	133
232	53
233	86
234	7
235	33
236	109
237	137
238	107
239	114
240	14
241	113
242	101
243	49
244	121
245	45
246	48
247	36
248	117
249	148
250	49
251	71
252	106
253	32
254	135
255	58
256	62
257	81
258	108
259	97
260	95
261	147
262	136
263	70
264	32
265	92
266	62
267	147
268	78
269	6
270	40
271	37
272	110
273	139
274	110
275	28
276	30
277	68
278	104
279	14
280	19
281	136
282	41
283	117
284	88
285	52
286	111
287	122
288	73
289	80
290	74
291	28
292	30
293	149
294	67
295	36
296	139
297	90
298	67
299	131
300	149
